tipo,codigo_division,nombre_division,codigo_grupo,nombre_grupo,row_hash
Producto,41,"Equipos y Suministros de Laboratorio, de Medición, de Observación y de Pruebas",4112,Suministros y accesorios de laboratorio,59d0223996433e0923de26d89806279960204232c9c78ab3da2c80d5ef716b5b
Producto,45,"Equipos y Suministros para Impresión, Fotografia y Audiovisuales",4510,Equipo de imprenta y publicación,ba32627710a765caffd00d81b9f5cb0e5f2839d539e717c4d2751ec1333fa7e9
Producto,45,"Equipos y Suministros para Impresión, Fotografia y Audiovisuales",4512,"Equipo de vídeo, filmación o fotografía",bcdbb8c362eba5973b5e44a1d4199b2f78141c52e14011f6eedbe5e32e6f3dd3
Producto,45,"Equipos y Suministros para Impresión, Fotografia y Audiovisuales",4511,Equipos de audio y video para presentación y composición,537dcfc099193c090a52842d1607740ca9070961b23f037bf91cb8e163a91785
Producto,45,"Equipos y Suministros para Impresión, Fotografia y Audiovisuales",4513,Medios fotográficos y de grabación,8e5d67b82f52ac73bd80de8aa7ac57a8e70edf06c68bf88dc90997ac5654ea6f
Producto,45,"Equipos y Suministros para Impresión, Fotografia y Audiovisuales",4514,Suministros fotográficos para cine,21d7340d29df5f7708f474eb84f9d4e56fa5574a717a3bad4da9b35d198d7527
Producto,49,"Equipos, Suministros y Accesorios para Deportes y Recreación",4910,Coleccionables y condecoraciones,61263b72d61ed7da3849626b287872339e9e48fe8944d8af931ec5adea4e51ef
Producto,49,"Equipos, Suministros y Accesorios para Deportes y Recreación",4924,"Equipo de recreo, parques infantiles y equipo y suministros de natación y de spa",ca587e6c9e5d7a353b9a71a48e10370ba3a2f25ab53709df02f9ae03b03f49ad
Producto,49,"Equipos, Suministros y Accesorios para Deportes y Recreación",4920,Equipo para entrenamiento físico,481d464b597c9ccc91271ae72f20e6ef1f06103c55402ee7c3ba89f3d23b5b64
Producto,49,"Equipos, Suministros y Accesorios para Deportes y Recreación",4922,Equipo y accesorios para deportes,784f91af1b4db9c33e2f3c265ab86de0acbcef799748632de5dcff26ddbbb1ce
Producto,49,"Equipos, Suministros y Accesorios para Deportes y Recreación",4917,Equipos de gimnasia y boxeo,eee20ba71e8b8448e7d765f86b448535cf9b534c7419df044062e6e703f81d21
Producto,49,"Equipos, Suministros y Accesorios para Deportes y Recreación",4913,Equipos de pesca y caza,062351fdf1d85b0f7c4b40dfe82ed2c079106de947f0201f9304d44e3e251e0d
Producto,49,"Equipos, Suministros y Accesorios para Deportes y Recreación",4916,Equipos deportivos para campos y canchas,a0d5ef0a3d82122ad3ae26a35b67625d04e806fb959eea15bdb1de447c436919
Producto,49,"Equipos, Suministros y Accesorios para Deportes y Recreación",4914,Equipos para deportes acuáticos,ab4cb35bca71f0a05d3db85dca7c06e1cb99f676d5da1bac5d229e407a0c3950
Producto,49,"Equipos, Suministros y Accesorios para Deportes y Recreación",4915,Equipos para deportes de invierno,f43f4e1a8ef5c145383256b5f4d5fb2b2bcbea32a073ee6ae6c00c4f4f9770ea
Producto,49,"Equipos, Suministros y Accesorios para Deportes y Recreación",4912,Equipos y accesorios para acampada y exteriores,bbb45e43ed4eb34917560603e840cc192fd7b91e10f203ec1300f5de3e4a3541
Producto,49,"Equipos, Suministros y Accesorios para Deportes y Recreación",4918,"Juegos, equipo de tiro y mesa",bf449032c05c368a67c15a459bdb203a8f52b7290e64a65995ace12b8c3d9c34
Producto,49,"Equipos, Suministros y Accesorios para Deportes y Recreación",4921,Otros deportes,84fec0a055e05e3afe32bc0c3ecf68df4a4b2441db85007da134e1537adab605
Producto,27,Herramientas y Maquinaria General,2711,Herramientas de mano,3a8033fead017004b7da77e6ff2717c1cd0bf15b93c8914894eea3498c56ebd9
Producto,27,Herramientas y Maquinaria General,2714,Herramientas especializadas automotrices,bc59d5952f50b7bb59710c1c9c05341cd4fd89719b2368d22ae9fd2bd39c20ae
Producto,27,Herramientas y Maquinaria General,2712,Maquinaria y equipo hidráulico,238d3cec83c49f4dce9bd86c8b70a90acd3a0f22b9375052de399bbe3572ae3e
Producto,27,Herramientas y Maquinaria General,2713,Maquinaria y equipo neumático,aded6f17cb51fe110d82c340c8ee6182b1420d5cf66ea52b10c9e121b933848d
Producto,64,"Instrumentos financieros, productos, contratos y acuerdos",6412,Contratos de intereses asegurables,925254229bdcd2ba542f025f68b9557650360f049ad441a4a1e09be4affc6b18
Producto,60,"Instrumentos Musicales, Juegos, Juguetes, Artes, Artesanías y Equipo educativo, Materiales, Accesorios y Suministros",6011,Decoraciones y suministros del aula,f07e7a94f6b34ca4855ded33a20e261d77dc1af0709b57435c1a735d931573cf
Producto,60,"Instrumentos Musicales, Juegos, Juguetes, Artes, Artesanías y Equipo educativo, Materiales, Accesorios y Suministros",6012,"Equipo, accesorios y suministros de arte y manualidades",9e2e486fe7bdf90691de7ef991ae9ceb02801c85f88232eae662dd770991b564
Producto,60,"Instrumentos Musicales, Juegos, Juguetes, Artes, Artesanías y Equipo educativo, Materiales, Accesorios y Suministros",6013,"Instrumentos musicales, piezas y accesorios",94f362eb2aedf0e6f889b2687c09200e96c2a38c93a87331c29236bbe16c8b29
Producto,60,"Instrumentos Musicales, Juegos, Juguetes, Artes, Artesanías y Equipo educativo, Materiales, Accesorios y Suministros",6014,Juguetes y juegos,e7a46e07ab2bf337f0b9dc090f7a73f799667e507ded23b10e6c6f030791ec2f
Producto,60,"Instrumentos Musicales, Juegos, Juguetes, Artes, Artesanías y Equipo educativo, Materiales, Accesorios y Suministros",6010,Materiales didácticos profesionales y de desarrollo y accesorios y suministros,ca32636b6ff64a5c3370ee1366cadaf35d5921f9995fa30f34f894f8f181cebe
Producto,20,Maquinaria y Accesorios de Minería y Perforación de Pozos,2011,Equipo de perforación y explotación de pozos,5cfc80bf259bc98e8c36ecc59f9e2a8cf5e309d5e46ed836fc0809dda6b94eaf
Producto,20,Maquinaria y Accesorios de Minería y Perforación de Pozos,2014,Equipo de producción y operación de petróleo y gas,3c6480e26359217d95a5a0575af0a943e1a985addc5d88e6dd35da26eb2ef376
Producto,20,Maquinaria y Accesorios de Minería y Perforación de Pozos,2012,Equipo para perforación y exploración de petróleo y gas,63f739cebeb259f6a966ea9742841d7a9a61b179454929dbcb4505632dc8d7b3
Producto,20,Maquinaria y Accesorios de Minería y Perforación de Pozos,2010,Maquinaria y equipo de minería y explotación de canteras,4f7c4dbc7a92d1d7c4fd1b658254ead3bb22032c4d047affd09f40e71f78b925
Producto,20,Maquinaria y Accesorios de Minería y Perforación de Pozos,2013,Materiales para perforación y operaciones de petróleo y gas,17ab8585966270aaa66242352b20766c9a7ff85a46a06fa564f9f6bcdd00d044
Producto,21,"Maquinaria y Accesorios para Agricultura, Pesca, Silvicultura y Fauna",2111,Equipo de pesca y acuicultura,e51f2819e427353fc555c5ef9c93b19a20cb448a59c005419a4777b278b24f81
Producto,21,"Maquinaria y Accesorios para Agricultura, Pesca, Silvicultura y Fauna",2110,"Maquinaria y equipo para agricultura, silvicultura y paisajismo",1a5ceab8a7f10278cfcb1c800f8a522273ebb5470938b61357a960163a1259a9
Producto,22,Maquinaria y Accesorios para Construcción y Edificación,2210,Maquinaria y equipo pesado de construcción,77dadc4f6b0f06bd87c8045b6a7d114dcb82ab8adddfbe091a85723a2eae2660
Producto,26,Maquinaria y Accesorios para Generación y Distribución de Energía,2612,"Alambres, cables y arneses",c2d21fbf9b1b70b83ab2efee66a84c043a2e45d0cbc998d95d0bb16d9a63ccee
Producto,26,Maquinaria y Accesorios para Generación y Distribución de Energía,2611,Baterías y generadores y transmisión de energía cinética,571128da26adf3be20062360b10fe4aed19bf5cd6c571f1fb6b7acb9374fcbff
Producto,26,Maquinaria y Accesorios para Generación y Distribución de Energía,2610,Fuentes de energía,cd18b2bcb541aa32e747019bdca146db552af04b728bfc400571be447a7c9937
Producto,26,Maquinaria y Accesorios para Generación y Distribución de Energía,2613,Generación de energía,4dbea1be117d4861366dea1f1b625aefa132c8cc21c0462c9e693624fad380ed
Producto,26,Maquinaria y Accesorios para Generación y Distribución de Energía,2614,Maquinaria y equipo para energía atómica o nuclear,b4e59d4b9e69e520dbcbc78695a7d51fb5dce9a25e7f14589238ac854ca3226a
Producto,23,Maquinaria y Accesorios para Manufactura y Procesamiento Industrial,2320,Equipamiento para transferencia de masa,c2433d71d3aff104c795e77aaa7f2b2d5aadaca653d0d1e67da615454e45e8d9
Producto,23,Maquinaria y Accesorios para Manufactura y Procesamiento Industrial,2318,Equipo industrial para alimentos y bebidas,6f02c83aa3a04aa901487f6e10ce84059308585bc6e9e1888ef8f5d36eae5d5b
Producto,23,Maquinaria y Accesorios para Manufactura y Procesamiento Industrial,2323,Equipo y maquinaria de procesamiento de madera y aserrado,b6c1012242ec92769d8bf45a42ce26aaa409b1034a2dc50f818feff39a722024
Producto,23,Maquinaria y Accesorios para Manufactura y Procesamiento Industrial,2322,Equipo y maquinaria de procesamiento de pollos,0bd874aacc44c62308b1b54912cf4dcb2afaaf434a73336be8b77662dbdae8d2
Producto,23,Maquinaria y Accesorios para Manufactura y Procesamiento Industrial,2329,Herramientas de maquinado industrial,f82b62901469fc1b0c546502c3c6a5dada812cb8084980155ea0be2c432d04ad
Producto,23,Maquinaria y Accesorios para Manufactura y Procesamiento Industrial,2321,"Maquinaria de fabricación electrónica, equipo y accesorios",5f4056ad17d0384f7ec9856a57b488155f4caedd7469c22ade132eba4ccead95
Producto,23,Maquinaria y Accesorios para Manufactura y Procesamiento Industrial,2314,Maquinaria de reparación y accesorios para marroquinería,f603d47cb01e48a6917297c2253b08e080021e1d33fe7031490a47e4b0864831
Producto,23,Maquinaria y Accesorios para Manufactura y Procesamiento Industrial,2310,Maquinaria para el procesamiento de materias primas,52b222db7eaa0717ee198fe78e5e46245ba9bf1d99ae4768d608be3c844bc479
Producto,23,Maquinaria y Accesorios para Manufactura y Procesamiento Industrial,2311,Maquinaria para el procesamiento de petróleo,093b7800d3b30dc39cdc2ed4db4d355275283d55608b53ea7a2d1508664aff56
Producto,23,Maquinaria y Accesorios para Manufactura y Procesamiento Industrial,2328,Maquinaria para el tratamiento de metal,9982442d6ed223ad8d81eb766698af6273d10b6c52134bc517d9d85eabb423af
Producto,23,Maquinaria y Accesorios para Manufactura y Procesamiento Industrial,2312,Maquinaria y accesorios de textiles y tejidos,03afb59cfa78c9c9be8b4559ece6a3ecb123525a05cf5f027a17549d1d8c58fb
Producto,23,Maquinaria y Accesorios para Manufactura y Procesamiento Industrial,2324,Maquinaria y accesorios para cortar metales,ba15834e48bb5840155724b0779baf747b44947018cfe2483835204ef662b728
Producto,23,Maquinaria y Accesorios para Manufactura y Procesamiento Industrial,2325,Maquinaria y accesorios para el formado de metales,648860e155280a7a48237cfa4b422563cc57176d72b96c5246edb0c7054f6877
Producto,23,Maquinaria y Accesorios para Manufactura y Procesamiento Industrial,2326,Maquinaria y accesorios para hacer prototipos rápidos,bf18ed08f879d5726f9e255192f356a3181265edb9c1b7e667ea12fea6601fb0
Producto,23,Maquinaria y Accesorios para Manufactura y Procesamiento Industrial,2327,Maquinaria y accesorios y suministros para soldadura de todas las clases,1ba9a4babe0718089774073bc3b74da5e6998540985f6417cfd57917d64194e8
Producto,23,Maquinaria y Accesorios para Manufactura y Procesamiento Industrial,2330,Maquinaria y equipo para cable,6506440874ff55686a55441fd90c31ac19f86b0310893ae2da77ef3ef5bbf2f9
Producto,23,Maquinaria y Accesorios para Manufactura y Procesamiento Industrial,2313,Maquinaria y equipos lapidarios,5f340f7d36f749f3adbe6aa033b2fe33fe6468f31f29d77fbc4879f6ebebc28b
Producto,23,Maquinaria y Accesorios para Manufactura y Procesamiento Industrial,2315,"Maquinaria, equipo y suministros de procesos industriales",93dfd531cb43e829c92820f70a109b58e4a6bbf40d8b5eadbab9a98547ab0a27
Producto,23,Maquinaria y Accesorios para Manufactura y Procesamiento Industrial,2316,"Máquinas, equipo y suministros para fundición",4d7861c91c409839309d28353945622db7c69d6bf0df9b0c54a7957c514f869c
Producto,23,Maquinaria y Accesorios para Manufactura y Procesamiento Industrial,2319,Mezcladores y sus partes y accesorios,3d9287ec95dc1c17ff793ff3ea2123053848391a288506f25e6ac94270ef5660
Producto,24,"Maquinaria, Accesorios y Suministros para Manejo, Acondicionamiento y Almacenamiento de Materiales",2410,Maquinaria y equipo para manejo de materiales,87fc514871d9e51e66bbb336f8c58452a8814a1ed84705e36a0501f0a2903740
Producto,24,"Maquinaria, Accesorios y Suministros para Manejo, Acondicionamiento y Almacenamiento de Materiales",2412,Materiales de empaque,c7f81bfe2c354071381ce6b1ca25269ab64571e9381370e483e52221cc641ba5
Producto,24,"Maquinaria, Accesorios y Suministros para Manejo, Acondicionamiento y Almacenamiento de Materiales",2411,Recipientes y almacenamiento,5c0b263f44bf1c2ab1b75cb2ff94a8e7a51f5a702783af98db94595c1cbd80b8
Producto,24,"Maquinaria, Accesorios y Suministros para Manejo, Acondicionamiento y Almacenamiento de Materiales",2413,Refrigeración industrial,73600919a62ad23f53a2566614dcaef443f70d07be81347e67563638dfc80277
Producto,24,"Maquinaria, Accesorios y Suministros para Manejo, Acondicionamiento y Almacenamiento de Materiales",2414,Suministros de embalaje,262f7a5e55efd684e52d72f74701ea3fa79ea6dfba51bc6088aac2a2c5712132
Producto,48,"Maquinaria, Equipo y Suministros para la Industria de Servicios",4812,Equipo de Juego o de Apostar,f967b7f2b97cc537229176151263bdf353f67fc0eec02f3c4a8139b9ae6f6c15
Producto,48,"Maquinaria, Equipo y Suministros para la Industria de Servicios",4813,Equipo y materiales funerarios,bb08f4c3e92714bd2a1b0624121ced296d3ded567eeafe2aae0c39b923f17125
Producto,48,"Maquinaria, Equipo y Suministros para la Industria de Servicios",4810,Equipos de servicios de alimentación para instituciones,d8f5d6eaf41b62ef1cc4c5c6909d3a6bb44e60fcc3d893e9625c17a531345eba
Producto,48,"Maquinaria, Equipo y Suministros para la Industria de Servicios",4811,Máquinas expendedoras,f8eaf097ccdc274b6d53a998d733ac191e90731dae4b602bdcced3ac16ff92ae
Producto,11,"Material Mineral, Textil y Vegetal y Animal No Comestible",1117,Aleaciones,79600e3ad75186e4f7db35f7ed06e7f2296c798029e6d833071db9b29c4981c7
Producto,11,"Material Mineral, Textil y Vegetal y Animal No Comestible",1114,Chatarra y materiales de desecho,fb1f4cfaed0a998fea453d0084c064d1548df6af8979b2758533766e37a7d747
Producto,11,"Material Mineral, Textil y Vegetal y Animal No Comestible",1119,Desechos metálicos y chatarra,1e8921060a6c87e32425dd0f6d30f08810722aaca3a67754270907c26218c159
Producto,11,"Material Mineral, Textil y Vegetal y Animal No Comestible",1115,"Fibra, hilos e hilados",835be7e70e3a0a0b5c15eb26f47f0958c19a5795d48a1fdb9fa1e1d93c827253
Producto,11,"Material Mineral, Textil y Vegetal y Animal No Comestible",1110,"Minerales, minerales metálicos y metales",d0286e512424a87327a1c4342bc93880e890fe5741a1bfd60e490515b7483973
Producto,11,"Material Mineral, Textil y Vegetal y Animal No Comestible",1118,Óxido metálico,b5e3feb9e69674562e2042a131f92c975802bf40ea79392ae3a7d3897413ad9e
Producto,11,"Material Mineral, Textil y Vegetal y Animal No Comestible",1113,Productos animales no comestibles,b79a232e5f311845b29dacf847808eaede3fd0c71dcb581067b8369ab41efe10
Producto,11,"Material Mineral, Textil y Vegetal y Animal No Comestible",1112,Productos no comestibles de planta y silvicultura,d4c9b6b0e2e53f6ce9693d84eb483c285db25ffd46d7da8dd640aab16e2056c9
Producto,11,"Material Mineral, Textil y Vegetal y Animal No Comestible",1116,Tejidos y materiales de cuero,9562e795de1c4238f0bfffe3f8f8b1b4b99b6c711ae9f440a6460ca03d293a4c
Producto,11,"Material Mineral, Textil y Vegetal y Animal No Comestible",1111,Tierra y piedra,c474f5a76062ac67b929c71a5a62827be12af0607cada59e0ac08a350c727075
Producto,12,Material Químico incluyendo Bioquímicos y Materiales de Gas,1216,Aditivos,6b35c3a12fcd1088194dbc92c23b37eefc53b33baf7cb9df365d7ff6d242c49b
Producto,12,Material Químico incluyendo Bioquímicos y Materiales de Gas,1218,Ceras y aceites,c75203bb4fe7c33a9072d7263fc38be149f5cb49f0101a56c6f98db5b7acc91e
Producto,12,Material Químico incluyendo Bioquímicos y Materiales de Gas,1217,Colorantes,946bc24bb366e1e4c27fd50b9ad26a8a0b3fa054054a926639738aef62370488
Producto,12,Material Químico incluyendo Bioquímicos y Materiales de Gas,1235,Compuestos y mezclas,805eb9c33a50ff23ec7799dab40f4c20152b2f68eb3c2d706291a8252e718f77
Producto,12,Material Químico incluyendo Bioquímicos y Materiales de Gas,1214,Elementos y gases,bbdb7fd46389a4305f3a84c468ba3c76f8f7d40beb39fccda202f31e251eb3b3
Producto,12,Material Químico incluyendo Bioquímicos y Materiales de Gas,1213,Materiales explosivos,97a43b648d6b17acdbeea09bacd7148e166901dab92d75712eebd4a4cf180cae
Producto,12,Material Químico incluyendo Bioquímicos y Materiales de Gas,1219,Solventes,6ccb5430a4f05a2caa5fca993060172a059dc246c080cba0ed55d1493c99e0da
Producto,10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1010,Animales vivos,e0204009db11a4951e88315b3727fc7ee40ee95b68aa8bdd9502e98187ddaaa8
Producto,10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1031,Bouquets cortados frescos de especies o variedades de flores altas,d0909b64b75a939452eec45f37bb73ba1e9657df898e1d1ea58621a47f9a4769
Producto,10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1032,Bouquets cortados frescos de especies o variedades de flores bajas,defb7ceabfc5f54d6c9cca938ee9e8d092ae139736ff4d64aba3f079b8ba78e4
Producto,10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1041,Bouquets cortados secos de especies o variedades de flores altas,a10cc660575b59925368076943c0e633a1d549e7879b7cb222f776d56d8c5d2b
Producto,10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1042,Bouquets cortados secos de especies o variedades de flores bajas,279d5b823417c1286a5bb957476dcefcc57eb1bf556c0adf4f59470ae4c3643d
Producto,10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1034,Bouquets florales cortados frescos,d66503d1a8af1b7980cef15086299aefded313815f183266b6df8a6e831d5295
Producto,10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1035,Claveles cortados frescos,00dab7d1650f41e337d7627a20122c788bf38aaaee51527fa41c0621600fe088
Producto,10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1044,Claveles cortados secos,cbba1db874d4ae0a81bed36e9b63e4ed552c872b04618395d82b2a5e9503a195
Producto,10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1024,Claveles vivos,0bd42db47a5da3a122df01bbf5c0f04113b5e172a18bcfe09d3b8d46012c2b63
Producto,10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1012,Comida de animales,e04845466f958728a6c419d539c5ae143b0d01642f683b6d61c38b6a26f757a9
Producto,10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1033,Crisantemos cortados frescos,30adfe6eb90538e48bb375df64fc7cbed67c262e145e65d341e8929b9cb19940
Producto,10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1043,Crisantemos cortados secos,fa20db0295acb1d46683f08eee1ee5add6979c3c919b8f395cb5427210d9ca25
Producto,10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1023,Crisantemos vivos,9d78a9e01459fe515369606002c0d9bd5552b4d782bec9f91b922d406c78b9f3
Producto,10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1017,Fertilizantes y nutrientes para plantas y herbicidas,005dc7d2b4d7e841c97c5a23d1eb717d21e5e1c0f22ae4fd5067cad991bf378c
Producto,10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1050,Follaje cortado fresco,db33e5436ecc6d657a5711f4267309b64eb33aae2e4550a9b99ba1409f1a8f70
Producto,10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1036,Orquídeas cortadas frescas,228355bca4aca51bd056b34e0b9cf91091d657ffbb67bb131e46396bd5105d80
Producto,10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1045,Orquídeas cortadas secas,85fd2a174c0aaf3a4f03d41cf86d04ed5959492d6536780449204a6ccdce63c2
Producto,10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1025,Orquídeas vivas,b8e04b4cebf59ed34057d7b0b6d50d996423470a9a321b675149fa988cc5a48b
Producto,10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1021,Plantas vivas de especies o variedades de flores altas,5cd3f80b62840ee906e5ee293c6250273c143a583c5b2f67a93c71c36a12e35f
Producto,10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1022,Plantas vivas de especies o variedades de flores bajas,3ca5a9c6c69e9dcff672cf1594ae363b02d3cf89bf2cffc825953ef50af3e492
Producto,10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1016,Productos de floricultura y silvicultura,51b13f03acfce7ec1127751e13488fb77e54fb46046f95d2ddcf51091b4a6de6
Producto,10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1014,Productos de talabartería y arreo,d698a9b8d2711e9d50a5595177fc30126863e1c36beadfdd233fe3edfbd819f3
Producto,10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1011,Productos para animales domésticos,e03b59745b13d0d904dee085eca87754a29705e6294191e91d8739b57d496ac2
Producto,10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1019,Productos para el control de plagas,46e14c63f1602f8762621de578030723a920c1b1f20e72f35befac3d5b12c18a
Producto,10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1013,Recipientes y hábitat para animales,466ab407965200992a1e73ebe599aefc21c7e5fdcf285b8bb6da222fc7ac791d
Producto,10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1020,Rosales vivos,7edfdeab447f86b6417b98d005dffcfd343fe7dfddad2840e0f1479ba1b437f0
Producto,10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1040,Rosas cortadas secas,4de85947bfa669e03ffbaa0648267e7540736c338d66060375c72f1827b08c09
Producto,10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1030,Rosas frescas cortadas,67702d570112ba29e2e77e537f458a9725ea14a015afd5a5178c392be06ea82f
Producto,10,"Material Vivo Vegetal y Animal, Accesorios y Suministros",1015,"Semillas, bulbos, plántulas y esquejes",81139f4e75c90f8087d6502a234ea9118efb4dc9c802351859a6ba9fc3c18a0c
Producto,15,"Materiales Combustibles, Aditivos para Combustibles, Lubricantes y Anticorrosivos",1513,Combustible para reactores nucleares,34fa1340894847d5abf54c14fed6cb22ad0d120262abeca4ee51997e5918e6d9
Producto,15,"Materiales Combustibles, Aditivos para Combustibles, Lubricantes y Anticorrosivos",1510,Combustibles,787a3bf340993476f895b13a579ffce3631ab77cf13e3d7c8fa1415cb778bdf6
Producto,15,"Materiales Combustibles, Aditivos para Combustibles, Lubricantes y Anticorrosivos",1511,Combustibles gaseosos y aditivos,5465cc694facaca23d4a55c6f528eca8826777690e2de18e5142d046c55e798b
Producto,15,"Materiales Combustibles, Aditivos para Combustibles, Lubricantes y Anticorrosivos",1512,"Lubricantes, aceites, grasas y anticorrosivos",d8331dc206364ae508749e66c1a5bca56815bb77abd2f32e6fd2ff60d1900454
Producto,13,"Materiales de Resina, Colofonia, Caucho, Espuma, Película y Elastómericos",1310,Caucho y elastómeros,ebe69dc8d8a1bf3c949d5d90c0dcdc2af69af7184d54a0cfaf9e402c77fd9da2
Producto,13,"Materiales de Resina, Colofonia, Caucho, Espuma, Película y Elastómericos",1311,Resinas y colofonias y otros materiales derivados de resina,2e1848873b8714b5bb41d914c7dd863e6eecad875219602d95272e160d2636ff
Producto,14,Materiales y Productos de Papel,1410,Materiales de papel,31813619679a7c8a247a50a70b26f13e29b44d67b86c62b45034800f4e8425a2
Producto,14,Materiales y Productos de Papel,1412,Papel para uso industrial,f1668a0643d45b47543b7737f379381bac8d1c5ab7e4efa7ad4a7a86f54d291c
Producto,14,Materiales y Productos de Papel,1411,Productos de papel,8158f6c592a6e8c1e534b52d5702e5c3fef45bb0842c86b1727071847314c6af
Producto,51,Medicamentos y Productos Farmacéuticos,5111,Agentes antitumorales,d69c7cbb3da988e7a9e310c12e806c3bedfaaa2df7a277360549de39cf6c892d
Producto,51,Medicamentos y Productos Farmacéuticos,5119,Agentes que afectan el agua y los electrolitos,d4ff523ce49405d8566444f2e921df0b9926a73fd2cf6ebf5c663c76bf52039a
Producto,51,Medicamentos y Productos Farmacéuticos,5121,Categorías de medicamentos varios,ec0677d3e126945f0a2d813d77f0aac6641b54b332239e327ae350954222acf6
Producto,51,Medicamentos y Productos Farmacéuticos,5124,"Fármacos que afectan a los oídos, los ojos, la nariz y la piel",c2104f667bc485d2cbebfdf87b3805773e1319fb05ed42e9ee88149a900e7896
Producto,51,Medicamentos y Productos Farmacéuticos,5118,Hormonas y antagonistas hormonales,23bc055385dd379a80c7fa91597325570c55c50cf15a3d8b96c73b51736a24ce
Producto,51,Medicamentos y Productos Farmacéuticos,5110,Medicamentos antiinfecciosos,382bcc0aef6c9feaf2d26fdb76a51d6f4f89622ac6e586727bc71c296f5dd202
Producto,51,Medicamentos y Productos Farmacéuticos,5112,Medicamentos cardiovasculares,f99c3517dd0cfd3967a2114884292123c610cde253986625a9fb4c2da153c786
